id,name,shape/point/0/xCoord,shape/point/0/yCoord,shape/point/1/xCoord,shape/point/1/yCoord,shape/point/2/xCoord,shape/point/2/yCoord,shape/point/3/xCoord,shape/point/3/yCoord,shape/point/4/xCoord,shape/point/4/yCoord,shape/point/5/xCoord,shape/point/5/yCoord,shape/point/6/xCoord,shape/point/6/yCoord,shape/_closed,centroid/xCoord,centroid/yCoord,neighbor/0,neighbor/1,neighbor/2,neighbor/3,neighbor/4,neighbor/5,property/0/_name,property/0/_type,property/0/__text,property/1/_name,property/1/_type,property/1/__text,shape/point/7/xCoord,shape/point/7/yCoord,neighbor/6,shape/point/8/xCoord,shape/point/8/yCoord,neighbor/7,shape/point/9/xCoord,shape/point/9/yCoord,neighbor/8
354,Addington,-0.030286616,51.32227,-0.02833833,51.32262,-0.030804677,51.356373,-0.039585516,51.362385,-0.05786596,51.35608,-0.055074368,51.332882,-0.030286616,51.32227,true,-0.04307024,51.34748,185,329,453,457,525,600,N points,numeric,30.0,Colour,string,255;215;79,,,,,,,,,
355,Feltham,-0.4089158,51.43111,-0.42417204,51.436497,-0.4223352,51.45519,-0.40731707,51.466606,-0.3932686,51.460396,-0.39351705,51.44428,-0.4089158,51.43111,true,-0.409995,51.448593,158,250,342,348,380,386,N points,numeric,47.0,Colour,string,255;56;183,,,,,,,,,
356,New Malden,-0.2568852,51.37834,-0.2658236,51.377705,-0.26921508,51.38016,-0.274661,51.389786,-0.26126057,51.415546,-0.25203612,51.415092,-0.24060018,51.390575,true,-0.25687763,51.396614,226,248,280,316,341,436,N points,numeric,51.0,Colour,string,255;101;112,-0.2568852,51.37834,575,,,,,,
357,Pinner,-0.37244228,51.575134,-0.3790152,51.574482,-0.3944227,51.582592,-0.3910478,51.60607,-0.38285023,51.60823,-0.36105055,51.590862,-0.36000878,51.585293,true,-0.3798154,51.58952,145,269,301,359,379,388,N points,numeric,47.0,Colour,string,155;42;255,-0.36063144,51.583805,462,-0.37244228,51.575134,482,,,
358,Wallington,-0.12055725,51.35918,-0.12897758,51.37727,-0.13715349,51.382305,-0.1515656,51.370808,-0.15533806,51.344246,-0.14919685,51.33752,-0.14487758,51.336742,true,-0.14093497,51.359833,150,168,184,237,290,311,N points,numeric,92.0,Colour,string,255;163;92,-0.13552919,51.338886,369,-0.12064506,51.351875,381,-0.12055725,51.35918,430
359,South Harrow Und.St.,-0.36401007,51.550465,-0.35412577,51.551453,-0.34811568,51.56226,-0.36063144,51.583805,-0.37244228,51.575134,-0.36632138,51.551968,-0.36401007,51.550465,true,-0.36092424,51.56379,233,269,299,301,357,407,N points,numeric,59.0,Colour,string,185;67;255,,,,,,,,,
360,Shenfield,0.36777386,51.613945,0.31603178,51.60869,0.3122782,51.64211,0.31365088,51.646317,0.3478055,51.661747,0.3744412,51.62355,0.36777386,51.613945,true,0.32648277,51.623444,220,484,485,540,644,649,N points,numeric,52.0,Colour,string,0;214;145,,,,,,,,,
361,West Wickham Railway Station,-0.015712023,51.36304,-0.016378043,51.385265,-0.0016872869,51.385937,0.010590816,51.35654,-0.001578041,51.355186,-0.015712023,51.36304,,,true,-0.004974636,51.37168,185,329,362,448,595,,N points,numeric,28.0,Colour,string,255;247;100,,,,,,,,,
362,Addington,-0.024578614,51.32152,-0.0027591337,51.305614,0.0048851133,51.310677,0.0055753705,51.31151,0.016453145,51.336903,0.018268118,51.35169,0.01585052,51.354958,true,-0.0012636018,51.33835,119,185,361,437,448,469,N points,numeric,23.0,Colour,string,255;234;63,0.010590816,51.35654,504,-0.001578041,51.355186,525,-0.024578614,51.32152,570
363,Dartford District,0.23714437,51.439068,0.23380241,51.433514,0.23597252,51.429703,0.24575846,51.42342,0.25232255,51.428616,0.2470749,51.4431,0.23714437,51.439068,true,0.2431677,51.434406,192,365,406,510,554,556,N points,numeric,10.0,Colour,string,82;255;44,,,,,,,,,
364,Orpington Carriage Sidings,0.091770664,51.367977,0.08333466,51.36756,0.07587093,51.38046,0.09527002,51.39858,0.10632743,51.384598,0.091770664,51.367977,,,true,0.09336157,51.380985,390,398,449,566,585,,N points,numeric,27.0,Colour,string,205;255;82,,,,,,,,,
365,Darent Valley Hospital,0.25232255,51.428616,0.26369137,51.428734,0.263762,51.44885,0.24978043,51.44924,0.2470749,51.4431,0.25232255,51.428616,,,true,0.2556446,51.438927,92,192,363,479,510,,N points,numeric,17.0,Colour,string,71;255;39,,,,,,,,,
366,Kenton,-0.2961068,51.594715,-0.28166905,51.581867,-0.2841313,51.574535,-0.29128355,51.56861,-0.31407383,51.567036,-0.3145497,51.5919,-0.2961068,51.594715,true,-0.30149582,51.58202,52,170,334,352,426,592,N points,numeric,33.0,Colour,string,155;82;255,,,,,,,,,
367,Wood Green,-0.119134806,51.586178,-0.118052475,51.58546,-0.092063345,51.59956,-0.09222514,51.60534,-0.10802955,51.613907,-0.12335939,51.60053,-0.119134806,51.586178,true,-0.11131259,51.599625,142,160,169,242,279,340,N points,numeric,80.0,Colour,string,114;155;255,,,,,,,,,
368,Bexley,0.14336556,51.46479,0.13618815,51.44085,0.14991997,51.423817,0.16307695,51.44204,0.16212417,51.457104,0.14558417,51.465134,0.14336556,51.46479,true,0.14963892,51.449173,253,266,288,346,496,584,N points,numeric,60.0,Colour,string,128;255;100,,,,,,,,,
369,Purley,-0.11282225,51.347687,-0.09833286,51.317814,-0.09909941,51.31671,-0.111936904,51.310314,-0.13552919,51.338886,-0.12064506,51.351875,-0.11282225,51.347687,true,-0.115507826,51.330696,150,358,401,412,430,483,N points,numeric,37.0,Colour,string,255;166;61,,,,,,,,,
370,Barnet,-0.20194487,51.62652,-0.20442387,51.66233,-0.1977773,51.668797,-0.18240568,51.668118,-0.17983067,51.63998,-0.1869606,51.63027,-0.20194487,51.62652,true,-0.19267882,51.648174,222,274,324,331,522,535,N points,numeric,47.0,Colour,string,50;69;255,,,,,,,,,
371,New Eltham,0.0882622,51.42571,0.08799779,51.415977,0.06408944,51.411736,0.058877982,51.414143,0.061522286,51.44163,0.06999525,51.44885,0.0882622,51.42571,true,0.071996205,51.429394,255,257,271,309,452,585,N points,numeric,49.0,Colour,string,190;255;129,,,,,,,,,
372,Lower Edmonton,-0.050298244,51.60635,-0.051583003,51.605183,-0.08337384,51.61466,-0.080635995,51.63649,-0.074866615,51.639397,-0.07270572,51.63934,-0.061498813,51.632847,true,-0.06692406,51.620575,173,189,204,229,242,322,N points,numeric,83.0,Colour,string,90;167;255,-0.050298244,51.60635,340,,,,,,
373,Woodford Green,0.027407294,51.62388,0.04673246,51.612854,0.049050044,51.59777,0.047057208,51.592422,0.023482662,51.590527,0.016537536,51.596066,0.016560027,51.611813,true,0.032558516,51.60503,325,336,351,409,411,416,N points,numeric,56.0,Colour,string,91;228;255,0.027407294,51.62388,445,,,,,,
374,Harlington,-0.43243328,51.50794,-0.4437891,51.50804,-0.4460867,51.50589,-0.45296276,51.48644,-0.43935198,51.47613,-0.41584665,51.48788,-0.4146972,51.49218,true,-0.43680212,51.491673,117,212,213,250,307,330,N points,numeric,60.0,Colour,string,255;46;233,-0.43243328,51.50794,386,,,,,,
375,Hersham,-0.4125841,51.386276,-0.4017763,51.385056,-0.39641774,51.361652,-0.4034118,51.351334,-0.4229071,51.354588,-0.4125841,51.386276,,,true,-0.40769497,51.373886,387,421,492,494,499,,N points,numeric,21.0,Colour,string,255;19;84,,,,,,,,,
376,Mitcham,-0.13930927,51.389584,-0.16557463,51.40088,-0.16713984,51.411274,-0.1632448,51.41797,-0.14380766,51.42399,-0.13261874,51.4054,-0.13930927,51.389584,true,-0.14914477,51.408638,184,208,275,290,349,574,N points,numeric,72.0,Colour,string,255;176;145,,,,,,,,,
377,Connaught Park,-0.38607824,51.663933,-0.37705836,51.670265,-0.36045706,51.653427,-0.37120995,51.635296,-0.38008514,51.639538,-0.38607824,51.663933,,,true,-0.37540764,51.655293,214,282,379,467,586,,N points,numeric,31.0,Colour,string,71;0;248,,,,,,,,,
378,Ruislip,-0.4506834,51.576103,-0.4564077,51.58579,-0.45142773,51.596325,-0.42371285,51.597313,-0.41111585,51.57722,-0.42925406,51.56255,-0.4506834,51.576103,true,-0.42765304,51.580082,308,431,456,459,462,465,N points,numeric,53.0,Colour,string,172;25;255,,,,,,,,,
379,South Oxhey,-0.39964253,51.6379,-0.41042912,51.624424,-0.40751866,51.614685,-0.3910478,51.60607,-0.38285023,51.60823,-0.36893454,51.62964,-0.37120995,51.635296,true,-0.38941082,51.62601,282,357,377,388,395,459,N points,numeric,43.0,Colour,string,110;12;255,-0.38008514,51.639538,462,-0.39964253,51.6379,467,,,
380,Hanworth,-0.39351705,51.44428,-0.37957385,51.434273,-0.38487357,51.40753,-0.38552317,51.406612,-0.40369937,51.41462,-0.4089158,51.43111,-0.39351705,51.44428,true,-0.39180997,51.42733,342,348,355,392,492,588,N points,numeric,24.0,Colour,string,255;58;157,,,,,,,,,
381,Woodmansterne Railway Station,-0.16956139,51.305965,-0.17007376,51.310284,-0.14919685,51.33752,-0.14487758,51.336742,-0.13706465,51.30124,-0.16956139,51.305965,,,true,-0.14921863,51.31373,311,358,430,517,530,,N points,numeric,25.0,Colour,string,255;138;39,,,,,,,,,
382,Rainham,0.19071577,51.511513,0.19695427,51.530823,0.22081083,51.535526,0.22753024,51.515537,0.20771961,51.49705,0.19753265,51.497437,0.19071577,51.511513,true,0.20435506,51.518707,230,283,515,528,597,605,N points,numeric,29.0,Colour,string,72;255;131,,,,,,,,,
383,Mill Hill,-0.2571884,51.610153,-0.24212115,51.606133,-0.23047826,51.611126,-0.22430898,51.624554,-0.23207664,51.634327,-0.25368658,51.63859,-0.2601502,51.63605,true,-0.24817589,51.61961,131,262,274,391,405,523,N points,numeric,24.0,Colour,string,92;68;255,-0.2571884,51.610153,591,,,,,,
384,Ilford,0.07257051,51.565414,0.08645022,51.562336,0.0946851,51.551224,0.08544937,51.540318,0.06631078,51.54591,0.06342127,51.55808,0.07257051,51.565414,true,0.07771597,51.55408,218,240,319,328,581,587,N points,numeric,41.0,Colour,string,120;255;223,,,,,,,,,
385,Holiday Inn London Ealing,-0.3047694,51.539005,-0.2887389,51.545494,-0.2720086,51.53814,-0.27801123,51.520164,-0.28813314,51.515114,-0.30769795,51.53082,-0.3047694,51.539005,true,-0.29064173,51.531914,52,152,239,247,389,426,N points,numeric,43.0,Colour,string,218;119;255,,,,,,,,,
386,Cranford,-0.4223352,51.45519,-0.40731707,51.466606,-0.41584665,51.48788,-0.43935198,51.47613,-0.43959245,51.465252,-0.4223352,51.45519,,,true,-0.42538917,51.46884,117,158,250,355,374,,N points,numeric,91.0,Colour,string,255;51;207,,,,,,,,,
387,Cobham,-0.4276418,51.35369,-0.4229071,51.354588,-0.4034118,51.351334,-0.4007849,51.34767,-0.41079414,51.309994,-0.42345133,51.312244,-0.4276418,51.35369,true,-0.41478923,51.331398,375,489,494,499,511,559,N points,numeric,20.0,Colour,string,239;0;33,,,,,,,,,
388,Hatch End,-0.38285023,51.60823,-0.36893454,51.62964,-0.34365183,51.619858,-0.3436553,51.61865,-0.36105055,51.590862,-0.38285023,51.60823,,,true,-0.3639357,51.609455,357,379,415,467,482,,N points,numeric,25.0,Colour,string,128;35;255,,,,,,,,,
389,Perivale,-0.32288542,51.562153,-0.3180854,51.563015,-0.3047694,51.539005,-0.30769795,51.53082,-0.31999812,51.524307,-0.33430338,51.53878,-0.32288542,51.562153,true,-0.32018968,51.542484,52,152,170,306,385,407,N points,numeric,52.0,Colour,string,207;99;255,,,,,,,,,
390,St Mary Cray,0.10632743,51.384598,0.09527002,51.39858,0.095716275,51.409145,0.11565076,51.414185,0.13841581,51.405674,0.1376329,51.380127,0.13290706,51.375736,true,0.112829305,51.396385,180,271,364,398,470,584,N points,numeric,51.0,Colour,string,186;255;87,0.10632743,51.384598,585,,,,,,
391,Edgware,-0.2687652,51.601982,-0.28906628,51.622578,-0.2789732,51.638725,-0.2601502,51.63605,-0.2571884,51.610153,-0.2687652,51.601982,,,true,-0.26810333,51.617332,262,334,383,405,519,,N points,numeric,57.0,Colour,string,100;64;255,,,,,,,,,
392,Hampton Hill,-0.37957385,51.434273,-0.38487357,51.40753,-0.35379696,51.42147,-0.3616014,51.438606,-0.37957385,51.434273,,,,,true,-0.37090978,51.423187,236,342,380,588,,,N points,numeric,24.0,Colour,string,255;67;153,,,,,,,,,
393,Swanscombe and Greenhithe,0.29994276,51.457943,0.31108257,51.439846,0.29621264,51.431458,0.28707942,51.437386,0.28696573,51.43792,0.29994276,51.457943,,,true,0.30041495,51.44497,92,196,423,533,543,,N points,numeric,15.0,Colour,string,37;255;16,,,,,,,,,
394,Yiewsley,-0.47308317,51.52563,-0.461413,51.52761,-0.46098456,51.527084,-0.46640658,51.50928,-0.47333777,51.506985,-0.47308317,51.52563,,,true,-0.46821314,51.518677,80,212,213,297,314,,N points,numeric,23.0,Colour,string,248;26;255,,,,,,,,,
395,Watford West Station,-0.39964253,51.6379,-0.41042912,51.624424,-0.4276366,51.63295,-0.42481905,51.649017,-0.41234916,51.65476,-0.40187457,51.646004,-0.39964253,51.6379,true,-0.41348714,51.64528,133,282,379,434,443,459,N points,numeric,21.0,Colour,string,91;0;242,,,,,,,,,
396,Long Ditton,-0.32982755,51.36546,-0.34233752,51.378017,-0.34371617,51.39029,-0.32106054,51.39959,-0.31314704,51.379265,-0.32982755,51.36546,,,true,-0.32723063,51.38471,109,177,201,402,432,,N points,numeric,32.0,Colour,string,255;63;98,,,,,,,,,
397,West Byfleet,-0.4897336,51.326202,-0.4903804,51.32546,-0.51977074,51.317356,-0.54354304,51.349113,-0.54265434,51.35504,-0.50284815,51.353916,-0.48926026,51.336212,true,-0.5036788,51.341747,138,276,293,313,513,627,N points,numeric,23.0,Colour,string,208;0;59,-0.4897336,51.326202,630,,,,,,
398,Orpington,0.13290706,51.375736,0.12998481,51.36759,0.114106275,51.35434,0.091770664,51.367977,0.10632743,51.384598,0.13290706,51.375736,,,true,0.10445467,51.37127,180,364,390,553,566,,N points,numeric,39.0,Colour,string,204;255;69,,,,,,,,,
399,Wilmington,0.21445683,51.434437,0.20043904,51.44306,0.18876225,51.436512,0.18873845,51.426113,0.20073874,51.41358,0.20844792,51.41574,0.21445683,51.434437,true,0.20342608,51.43146,190,231,433,460,496,507,N points,numeric,23.0,Colour,string,109;255;64,,,,,,,,,
400,Banstead Railway Station,-0.23220536,51.323162,-0.21850836,51.30967,-0.20869139,51.3077,-0.19339758,51.32991,-0.19400425,51.333607,-0.22571477,51.34274,-0.23322834,51.330265,true,-0.21396485,51.32446,311,410,417,439,505,530,N points,numeric,24.0,Colour,string,255;101;41,-0.23220536,51.323162,594,,,,,,
401,Kenley,-0.08564135,51.350876,-0.081334956,51.326805,-0.09833286,51.317814,-0.11282225,51.347687,-0.08564135,51.350876,,,,,true,-0.09781644,51.339275,150,369,453,483,,,N points,numeric,37.0,Colour,string,255;180;71,,,,,,,,,
402,Claygate,-0.3620546,51.346443,-0.366394,51.36554,-0.34233752,51.378017,-0.32982755,51.36546,-0.3294183,51.354755,-0.33773097,51.33776,-0.3620546,51.346443,true,-0.34908423,51.362934,201,396,432,480,494,526,N points,numeric,13.0,Colour,string,255;36;66,,,,,,,,,
403,Upminster Bridge Und.St.,0.24762623,51.576694,0.23247863,51.57644,0.22797562,51.573353,0.22712356,51.542156,0.25715777,51.548878,0.2521828,51.574394,0.24762623,51.576694,true,0.2381641,51.558517,198,228,429,476,515,598,N points,numeric,40.0,Colour,string,39;255;150,,,,,,,,,
404,North Ockendon,0.3006943,51.50262,0.2858344,51.52135,0.29515615,51.547985,0.29528713,51.548073,0.30014357,51.547493,0.3252361,51.512604,0.3144453,51.503918,true,0.30126476,51.519226,198,292,298,408,466,562,N points,numeric,22.0,Colour,string,18;255;83,0.3006943,51.50262,567,,,,,,
405,ibis london elstree,-0.2601502,51.63605,-0.2789732,51.638725,-0.27987212,51.640846,-0.26446363,51.676266,-0.24926418,51.681416,-0.25368658,51.63859,-0.2601502,51.63605,true,-0.26257747,51.65625,312,383,391,519,523,561,N points,numeric,36.0,Colour,string,42;27;255,,,,,,,,,
406,Primary Care Trust,0.22234677,51.45012,0.23121646,51.44985,0.23714437,51.439068,0.23380241,51.433514,0.22453992,51.43462,0.2198675,51.437016,0.22234677,51.45012,true,0.23020673,51.442207,190,192,231,363,419,556,N points,numeric,15.0,Colour,string,84;255;54,,,,,,,,,
407,Sudbury Hill Und.St.,-0.34811568,51.56226,-0.35412577,51.551453,-0.34380555,51.538128,-0.33430338,51.53878,-0.32288542,51.562153,-0.3291385,51.564888,-0.34811568,51.56226,true,-0.34005785,51.55219,170,299,301,306,359,389,N points,numeric,23.0,Colour,string,198;84;255,,,,,,,,,
408,South Ockendon,0.3006943,51.50262,0.2858344,51.52135,0.26628348,51.511402,0.26817137,51.496094,0.29327792,51.494995,0.3006943,51.50262,,,true,0.28439224,51.50584,191,245,292,404,466,,N points,numeric,41.0,Colour,string,29;255;78,,,,,,,,,
409,Chingford,0.016560027,51.611813,0.027407294,51.62388,0.026853794,51.634262,0.001877962,51.637638,-0.0022653544,51.618317,0.016560027,51.611813,,,true,0.008117679,51.627003,285,325,373,411,498,,N points,numeric,32.0,Colour,string,73;201;255,,,,,,,,,
410,Sutton,-0.19400425,51.333607,-0.22571477,51.34274,-0.22752608,51.352867,-0.2077394,51.367184,-0.18603593,51.346676,-0.19400425,51.333607,,,true,-0.20604114,51.35197,197,311,332,400,439,,N points,numeric,41.0,Colour,string,255;116;72,,,,,,,,,
411,Buckhurst Hill,0.027407294,51.62388,0.026853794,51.634262,0.0318592,51.644604,0.037825044,51.646084,0.066017516,51.629112,0.04673246,51.612854,0.027407294,51.62388,true,0.046255574,51.629036,224,373,409,416,498,508,N points,numeric,35.0,Colour,string,63;218;255,,,,,,,,,
412,Caterham-on-the-Hill,-0.06618884,51.2598,-0.06612142,51.264076,-0.09909941,51.31671,-0.111936904,51.310314,-0.12490766,51.291008,-0.123544075,51.260815,-0.07829516,51.250977,true,-0.09780969,51.295193,369,430,483,517,525,614,N points,numeric,38.0,Colour,string,255;161;21,-0.06618884,51.2598,615,,,,,,
413,Osterley,-0.3331833,51.49038,-0.33521974,51.492477,-0.36053756,51.49542,-0.3662875,51.485607,-0.34762177,51.46722,-0.34074202,51.46905,-0.3331833,51.49038,true,-0.34925026,51.48272,116,209,289,345,414,589,N points,numeric,39.0,Colour,string,255;96;229,,,,,,,,,
414,Norwood Green,-0.39832193,51.50306,-0.39862853,51.50226,-0.37728727,51.480553,-0.3662875,51.485607,-0.36053756,51.49542,-0.3632815,51.50907,-0.38384768,51.513767,true,-0.3771301,51.49906,250,289,320,330,333,413,N points,numeric,46.0,Colour,string,255;80;246,-0.39832193,51.50306,589,,,,,,
415,Great Stanmore,-0.32756814,51.6341,-0.34365183,51.619858,-0.3436553,51.61865,-0.3286469,51.595886,-0.31713414,51.59432,-0.31080925,51.62259,-0.32756814,51.6341,true,-0.32342768,51.609337,170,352,388,467,482,519,N points,numeric,11.0,Colour,string,122;51;255,,,,,,,,,
416,Chigwell,0.049050044,51.59777,0.076688915,51.603672,0.08115397,51.62386,0.071695395,51.629997,0.066017516,51.629112,0.04673246,51.612854,0.049050044,51.59777,true,0.06260131,51.609646,224,302,317,351,373,411,N points,numeric,22.0,Colour,string,78;239;255,,,,,,,,,
417,Tadworth,-0.23220536,51.323162,-0.21850836,51.30967,-0.2548559,51.264507,-0.2704646,51.26915,-0.26895562,51.28004,-0.23220536,51.323162,,,true,-0.23322688,51.304905,400,473,505,594,612,,N points,numeric,22.0,Colour,string,255;80;16,,,,,,,,,
418,Loughton east,0.0615061,51.66287,0.088611096,51.662735,0.0716983,51.634274,0.0615061,51.66287,,,,,,,true,0.075404614,51.65323,224,302,590,,,,N points,numeric,27.0,Colour,string,30;215;255,,,,,,,,,
419,Littlebrook,0.22234677,51.45012,0.21420424,51.462784,0.22182609,51.4745,0.2331492,51.475018,0.2427385,51.469124,0.24344955,51.458282,0.23121646,51.44985,true,0.23067227,51.45754,192,231,244,283,406,479,N points,numeric,16.0,Colour,string,69;255;58,0.22234677,51.45012,597,,,,,,
420,Sports Center:The Thames Club,-0.50149053,51.426006,-0.5111699,51.421463,-0.5001222,51.40671,-0.4860506,51.4152,-0.50149053,51.426006,,,,,true,-0.49903184,51.41687,136,227,455,545,,,N points,numeric,10.0,Colour,string,252;0;139,,,,,,,,,
421,Hersham Railway Station,-0.3763739,51.391296,-0.3743143,51.37248,-0.39641774,51.361652,-0.4017763,51.385056,-0.38329363,51.39769,-0.3763739,51.391296,,,true,-0.3915871,51.377575,375,432,492,494,588,,N points,numeric,25.0,Colour,string,255;29;89,,,,,,,,,
422,Golders Green,-0.19938278,51.590958,-0.18493207,51.574947,-0.19009605,51.561577,-0.19486798,51.55869,-0.20995569,51.55888,-0.22135472,51.579018,-0.21843332,51.58426,true,-0.20194085,51.573174,131,260,268,571,580,583,N points,numeric,81.0,Colour,string,148;127;255,-0.19938278,51.590958,591,,,,,,
423,Swanscombe,0.29994276,51.457943,0.31108257,51.439846,0.31520164,51.43961,0.32363552,51.467743,0.31647462,51.47077,0.3005173,51.46758,0.29994276,51.457943,true,0.31131315,51.45168,196,292,298,393,500,533,N points,numeric,7.0,Colour,string,24;255;12,,,,,,,,,
424,Weybridge,-0.44040745,51.378643,-0.43546975,51.357613,-0.44845438,51.356182,-0.4737198,51.37047,-0.47082388,51.384098,-0.45198682,51.3878,-0.44040745,51.378643,true,-0.45547095,51.371716,89,442,478,493,499,604,N points,numeric,27.0,Colour,string,251;0;82,,,,,,,,,
425,West Bedfont,-0.49110293,51.44983,-0.48407796,51.45315,-0.4608728,51.45335,-0.45517367,51.450047,-0.45372,51.445766,-0.4646241,51.420647,-0.47311908,51.418404,true,-0.47125524,51.439053,115,117,136,158,207,227,N points,numeric,39.0,Colour,string,255;19;168,-0.49093884,51.44873,353,-0.49110293,51.44983,478,,,
426,Wembley Stadium,-0.2841313,51.574535,-0.29128355,51.56861,-0.2887389,51.545494,-0.2720086,51.53814,-0.27176526,51.538277,-0.2652477,51.55524,-0.2841313,51.574535,true,-0.2800177,51.556076,52,247,335,366,385,592,N points,numeric,260.0,Colour,string,186;110;255,,,,,,,,,
427,Leatherhead Hospitals,-0.3159984,51.2593,-0.33365384,51.326275,-0.33359084,51.326397,-0.31535468,51.323524,-0.28333253,51.26403,-0.29494682,51.255882,-0.3159984,51.2593,true,-0.31747878,51.302433,473,480,481,526,611,612,N points,numeric,21.0,Colour,string,248;25;0,,,,,,,,,
428,Abridge,0.14116666,51.656296,0.1245357,51.6325,0.10734364,51.632668,0.103731185,51.656326,0.12137063,51.667435,0.13268971,51.665573,0.14116666,51.656296,true,0.12300996,51.652153,302,435,487,534,541,606,N points,numeric,7.0,Colour,string,18;237;255,,,,,,,,,
429,Ardleigh Green,0.20186406,51.595425,0.22575906,51.597355,0.23247863,51.57644,0.22797562,51.573353,0.22228889,51.57351,0.20236179,51.586815,0.20034426,51.59367,true,0.21780576,51.5882,141,228,272,315,403,476,N points,numeric,33.0,Colour,string,33;255;184,0.20186406,51.595425,602,,,,,,
430,Coulsdon,-0.12490766,51.291008,-0.111936904,51.310314,-0.13552919,51.338886,-0.14487758,51.336742,-0.13706465,51.30124,-0.12490766,51.291008,,,true,-0.13127567,51.317677,358,369,381,412,517,,N points,numeric,44.0,Colour,string,255;151;45,,,,,,,,,
431,Master Brewer,-0.46079245,51.584488,-0.4564077,51.58579,-0.4506834,51.576103,-0.45683193,51.54597,-0.46030802,51.544056,-0.4662707,51.54542,-0.47994593,51.56261,true,-0.46527255,51.557846,80,157,297,378,456,465,N points,numeric,16.0,Colour,string,202;16;255,-0.4779304,51.57484,495,-0.46079245,51.584488,514,,,
432,Esher,-0.3763739,51.391296,-0.3743143,51.37248,-0.366394,51.36554,-0.34233752,51.378017,-0.34371617,51.39029,-0.35051742,51.396538,-0.3763739,51.391296,true,-0.3585523,51.381187,109,396,402,421,494,588,N points,numeric,37.0,Colour,string,255;46;94,,,,,,,,,
433,Acorn Trading and Industrial park,0.20556246,51.460083,0.20043904,51.44306,0.18876225,51.436512,0.18435536,51.440456,0.18332191,51.460636,0.19279805,51.46573,0.20556246,51.460083,true,0.19209772,51.451656,231,266,399,472,496,597,N points,numeric,28.0,Colour,string,99;255;77,,,,,,,,,
434,Croxley Green,-0.45526564,51.664516,-0.44541737,51.628963,-0.4276366,51.63295,-0.42481905,51.649017,-0.43685028,51.667522,-0.4398729,51.669132,-0.45243338,51.66898,true,-0.43674666,51.649357,326,395,443,450,459,542,N points,numeric,28.0,Colour,string,91;0;229,-0.45526564,51.664516,549,,,,,,
435,Chigwell Row,0.1468783,51.61378,0.14244467,51.5972,0.119621426,51.59001,0.112660535,51.591133,0.101468325,51.626385,0.10734364,51.632668,0.1245357,51.6325,true,0.12262196,51.612877,241,278,302,317,428,497,N points,numeric,34.0,Colour,string,55;255;245,0.1468783,51.61378,541,,,,,,
436,Royal Kingston upon Thames,-0.26921508,51.38016,-0.29569083,51.364597,-0.29608753,51.354,-0.29011953,51.344643,-0.26867017,51.352848,-0.2658236,51.377705,-0.26921508,51.38016,true,-0.2810027,51.36331,201,226,254,316,356,480,N points,numeric,29.0,Colour,string,255;63;62,,,,,,,,,
437,Biggin Hill,0.06550468,51.298134,0.043446414,51.320152,0.0055753705,51.31151,0.0048851133,51.310677,0.057972133,51.292736,0.06550468,51.298134,,,true,0.03321833,51.30976,119,362,570,593,624,,N points,numeric,21.0,Colour,string,255;239;26,,,,,,,,,
438,Longfield,0.27413583,51.39311,0.27348787,51.39186,0.27307096,51.38859,0.2810971,51.37835,0.31966954,51.379375,0.3141781,51.409527,0.3011558,51.411232,true,0.30531883,51.392696,68,458,488,510,533,543,N points,numeric,14.0,Colour,string,78;249;0,0.27413583,51.39311,552,,,,,,
439,Ewell,-0.23322834,51.330265,-0.22571477,51.34274,-0.22752608,51.352867,-0.23019303,51.355232,-0.23891762,51.357677,-0.2614362,51.34773,-0.25649634,51.33275,true,-0.24736859,51.344578,254,280,316,332,400,410,N points,numeric,25.0,Colour,string,255;84;54,-0.23322834,51.330265,594,,,,,,
440,Dagenham,0.16530725,51.520695,0.18010125,51.543232,0.16283599,51.55792,0.14940697,51.537235,0.15316048,51.518654,0.15540764,51.516525,0.16530725,51.520695,true,0.16217554,51.539562,151,167,183,444,528,605,N points,numeric,62.0,Colour,string,87;255;171,,,,,,,,,
441,West Thurrock,0.2799398,51.466618,0.26910955,51.46068,0.25205326,51.47221,0.26450872,51.491047,0.26609004,51.491913,0.2815975,51.468452,0.2799398,51.466618,true,0.26566553,51.47319,191,196,216,244,245,479,N points,numeric,8.0,Colour,string,40;255;49,,,,,,,,,
442,Addlestone,-0.49442005,51.390854,-0.49825516,51.386703,-0.50136024,51.377563,-0.48923036,51.365257,-0.4793623,51.364902,-0.4737198,51.37047,-0.47082388,51.384098,true,-0.48988548,51.379025,89,102,199,293,313,424,N points,numeric,28.0,Colour,string,238;0;94,-0.4765359,51.39141,478,-0.49442005,51.390854,545,,,
443,Watford Tube Station,-0.41204885,51.66955,-0.41065854,51.666317,-0.41234916,51.65476,-0.42481905,51.649017,-0.43685028,51.667522,-0.41204885,51.66955,,,true,-0.4202909,51.660057,133,203,395,434,549,,N points,numeric,16.0,Colour,string,78;0;227,,,,,,,,,
444,London (Belvedere),0.15432733,51.501896,0.13790019,51.4947,0.11362655,51.514645,0.11353845,51.518047,0.11836076,51.52397,0.15316048,51.518654,0.15540764,51.516525,true,0.13277659,51.508507,151,253,270,440,501,587,N points,numeric,15.0,Colour,string,114;255;156,0.15432733,51.501896,605,,,,,,
